C:\D_file\software\Anaconda\python.exe C:/D_file/documents/Projects/PythonProjects/myProjects/AutoSearch_of_Diff_Linear_trail/submitted_version/support_experiment/speck32/analyze_DLAs_with_high_cor.py
the number of strong unbalanced bits is  10
cur mask is  [1, 3, 19, 23]
cur mask is  [1, 3, 19, 24]
cur mask is  [1, 3, 19, 30]
cur mask is  [1, 3, 19, 31]
cur mask is  [1, 7, 8, 15]
cur mask is  [16, 1, 7, 8]
cur mask is  [1, 17, 7, 8]
cur mask is  [1, 7, 23, 8]
cur mask is  [1, 7, 8, 31]
cur mask is  [1, 7, 23, 15]
cur mask is  [1, 7, 24, 15]
cur mask is  [16, 1, 7, 23]
cur mask is  [16, 1, 7, 24]
cur mask is  [1, 17, 7, 23]
cur mask is  [1, 17, 7, 24]
cur mask is  [1, 7, 23, 24]
cur mask is  [1, 7, 23, 31]
cur mask is  [1, 7, 24, 31]
cur mask is  [1, 8, 9, 25]
cur mask is  [1, 8, 10, 26]
cur mask is  [1, 8, 14, 30]
cur mask is  [16, 1, 8, 15]
cur mask is  [1, 17, 8, 15]
cur mask is  [1, 23, 8, 15]
cur mask is  [1, 8, 24, 15]
cur mask is  [1, 8, 30, 15]
cur mask is  [1, 8, 15, 31]
cur mask is  [16, 1, 17, 8]
cur mask is  [16, 1, 22, 8]
cur mask is  [16, 1, 23, 8]
cur mask is  [16, 1, 8, 24]
cur mask is  [16, 1, 8, 31]
cur mask is  [1, 17, 22, 8]
cur mask is  [1, 17, 23, 8]
cur mask is  [1, 17, 8, 24]
cur mask is  [1, 17, 8, 31]
cur mask is  [1, 22, 23, 8]
cur mask is  [1, 23, 8, 24]
cur mask is  [1, 23, 8, 31]
cur mask is  [1, 8, 24, 31]
cur mask is  [1, 8, 30, 31]
cur mask is  [1, 9, 11, 27]
cur mask is  [1, 9, 25, 15]
cur mask is  [16, 1, 9, 25]
cur mask is  [1, 17, 9, 25]
cur mask is  [1, 23, 9, 25]
cur mask is  [1, 24, 9, 25]
cur mask is  [1, 9, 25, 31]
cur mask is  [1, 10, 12, 28]
cur mask is  [1, 10, 26, 15]
cur mask is  [16, 1, 10, 26]
cur mask is  [1, 17, 10, 26]
cur mask is  [1, 23, 10, 26]
cur mask is  [1, 24, 10, 26]
cur mask is  [1, 10, 26, 30]
cur mask is  [1, 10, 26, 31]
cur mask is  [1, 25, 11, 27]
cur mask is  [16, 1, 12, 28]
cur mask is  [1, 17, 12, 28]
cur mask is  [1, 24, 12, 28]
cur mask is  [1, 26, 12, 28]
cur mask is  [16, 1, 14, 30]
cur mask is  [1, 17, 14, 30]
cur mask is  [1, 23, 14, 30]
cur mask is  [1, 24, 14, 30]
cur mask is  [16, 1, 17, 15]
cur mask is  [16, 1, 24, 15]
cur mask is  [16, 1, 30, 15]
cur mask is  [16, 1, 15, 31]
cur mask is  [1, 17, 24, 15]
cur mask is  [1, 17, 30, 15]
cur mask is  [1, 17, 15, 31]
cur mask is  [1, 23, 24, 15]
cur mask is  [1, 23, 15, 31]
cur mask is  [1, 24, 30, 15]
cur mask is  [1, 24, 15, 31]
cur mask is  [1, 30, 15, 31]
cur mask is  [16, 1, 17, 23]
cur mask is  [16, 1, 17, 24]
cur mask is  [16, 1, 17, 31]
cur mask is  [16, 1, 22, 23]
cur mask is  [16, 1, 22, 24]
cur mask is  [16, 1, 23, 24]
cur mask is  [16, 1, 23, 31]
cur mask is  [16, 1, 24, 31]
cur mask is  [16, 1, 29, 30]
cur mask is  [16, 1, 30, 31]
cur mask is  [1, 17, 22, 23]
cur mask is  [1, 17, 22, 24]
cur mask is  [1, 17, 23, 24]
cur mask is  [1, 17, 23, 31]
cur mask is  [1, 17, 24, 31]
cur mask is  [1, 17, 29, 30]
cur mask is  [1, 17, 30, 31]
cur mask is  [1, 22, 23, 24]
cur mask is  [1, 22, 23, 31]
cur mask is  [1, 23, 24, 31]
cur mask is  [1, 23, 30, 31]
cur mask is  [1, 24, 30, 31]
cur mask is  [2, 18, 3, 19]
cur mask is  [2, 18, 5, 21]
cur mask is  [2, 18, 7, 8]
cur mask is  [2, 18, 7, 23]
cur mask is  [2, 18, 7, 24]
cur mask is  [2, 18, 8, 15]
cur mask is  [16, 2, 18, 8]
cur mask is  [17, 2, 18, 8]
cur mask is  [2, 18, 22, 8]
cur mask is  [2, 18, 23, 8]
cur mask is  [2, 18, 8, 24]
cur mask is  [2, 18, 8, 31]
cur mask is  [2, 18, 9, 25]
cur mask is  [2, 18, 10, 26]
cur mask is  [2, 18, 12, 28]
cur mask is  [2, 18, 14, 30]
cur mask is  [16, 2, 18, 15]
cur mask is  [17, 2, 18, 15]
cur mask is  [2, 18, 24, 15]
cur mask is  [2, 18, 30, 15]
cur mask is  [2, 18, 15, 31]
cur mask is  [16, 17, 2, 18]
cur mask is  [16, 2, 18, 23]
cur mask is  [16, 2, 18, 24]
cur mask is  [16, 2, 18, 31]
cur mask is  [17, 2, 18, 23]
cur mask is  [17, 2, 18, 24]
cur mask is  [17, 2, 18, 31]
cur mask is  [2, 18, 22, 23]
cur mask is  [2, 18, 22, 24]
cur mask is  [2, 18, 23, 24]
cur mask is  [2, 18, 23, 31]
cur mask is  [2, 18, 24, 31]
cur mask is  [2, 18, 30, 31]
cur mask is  [3, 19, 5, 21]
cur mask is  [3, 19, 7, 8]
cur mask is  [3, 19, 7, 23]
cur mask is  [3, 19, 7, 24]
cur mask is  [3, 19, 8, 15]
cur mask is  [16, 3, 19, 8]
cur mask is  [17, 3, 19, 8]
cur mask is  [3, 19, 22, 8]
cur mask is  [3, 19, 23, 8]
cur mask is  [3, 19, 8, 24]
cur mask is  [3, 19, 8, 31]
cur mask is  [3, 19, 9, 25]
cur mask is  [3, 19, 10, 26]
cur mask is  [3, 19, 12, 28]
cur mask is  [3, 19, 14, 30]
cur mask is  [16, 3, 19, 15]
cur mask is  [17, 3, 19, 15]
cur mask is  [3, 19, 24, 15]
cur mask is  [3, 19, 30, 15]
cur mask is  [3, 19, 15, 31]
cur mask is  [16, 17, 3, 19]
cur mask is  [16, 3, 19, 23]
cur mask is  [16, 3, 19, 24]
cur mask is  [16, 3, 19, 31]
cur mask is  [17, 3, 19, 23]
cur mask is  [17, 3, 19, 24]
cur mask is  [17, 3, 19, 31]
cur mask is  [3, 19, 22, 23]
cur mask is  [3, 19, 22, 24]
cur mask is  [3, 19, 23, 24]
cur mask is  [3, 19, 23, 31]
cur mask is  [3, 19, 24, 31]
cur mask is  [3, 19, 30, 31]
cur mask is  [6, 22, 7, 23]
cur mask is  [7, 8, 9, 25]
cur mask is  [7, 8, 10, 26]
cur mask is  [16, 7, 8, 15]
cur mask is  [17, 7, 8, 15]
cur mask is  [7, 23, 8, 15]
cur mask is  [7, 8, 30, 15]
cur mask is  [7, 8, 15, 31]
cur mask is  [16, 17, 7, 8]
cur mask is  [16, 7, 23, 8]
cur mask is  [16, 7, 8, 31]
cur mask is  [17, 7, 23, 8]
cur mask is  [17, 7, 8, 31]
cur mask is  [7, 23, 8, 24]
cur mask is  [7, 23, 8, 31]
cur mask is  [7, 8, 30, 31]
cur mask is  [7, 23, 9, 25]
cur mask is  [7, 24, 9, 25]
cur mask is  [7, 23, 10, 26]
cur mask is  [7, 24, 10, 26]
cur mask is  [16, 7, 23, 15]
cur mask is  [16, 7, 24, 15]
cur mask is  [17, 7, 23, 15]
cur mask is  [17, 7, 24, 15]
cur mask is  [7, 23, 24, 15]
cur mask is  [7, 23, 30, 15]
cur mask is  [7, 23, 15, 31]
cur mask is  [7, 24, 30, 15]
cur mask is  [7, 24, 15, 31]
cur mask is  [16, 17, 7, 23]
cur mask is  [16, 17, 7, 24]
cur mask is  [16, 7, 23, 24]
cur mask is  [16, 7, 23, 31]
cur mask is  [16, 7, 24, 31]
cur mask is  [17, 7, 23, 24]
cur mask is  [17, 7, 23, 31]
cur mask is  [17, 7, 24, 31]
cur mask is  [7, 23, 24, 31]
cur mask is  [7, 23, 29, 30]
cur mask is  [7, 23, 30, 31]
cur mask is  [7, 24, 30, 31]
cur mask is  [8, 9, 11, 27]
cur mask is  [8, 9, 25, 15]
cur mask is  [16, 8, 9, 25]
cur mask is  [17, 8, 9, 25]
cur mask is  [22, 8, 9, 25]
cur mask is  [23, 8, 9, 25]
cur mask is  [8, 24, 9, 25]
cur mask is  [8, 9, 25, 31]
cur mask is  [8, 10, 12, 28]
cur mask is  [8, 10, 26, 15]
cur mask is  [16, 8, 10, 26]
cur mask is  [17, 8, 10, 26]
cur mask is  [22, 8, 10, 26]
cur mask is  [23, 8, 10, 26]
cur mask is  [8, 24, 10, 26]
cur mask is  [8, 10, 26, 31]
cur mask is  [8, 24, 12, 28]
cur mask is  [8, 26, 12, 28]
cur mask is  [16, 8, 14, 30]
cur mask is  [17, 8, 14, 30]
cur mask is  [23, 8, 14, 30]
cur mask is  [16, 17, 8, 15]
cur mask is  [16, 23, 8, 15]
cur mask is  [16, 8, 24, 15]
cur mask is  [16, 8, 30, 15]
cur mask is  [16, 8, 15, 31]
cur mask is  [17, 23, 8, 15]
cur mask is  [17, 8, 24, 15]
cur mask is  [17, 8, 30, 15]
cur mask is  [17, 8, 15, 31]
cur mask is  [23, 8, 30, 15]
cur mask is  [23, 8, 15, 31]
cur mask is  [8, 24, 30, 15]
cur mask is  [8, 24, 15, 31]
cur mask is  [16, 17, 22, 8]
cur mask is  [16, 17, 23, 8]
cur mask is  [16, 17, 8, 24]
cur mask is  [16, 17, 8, 31]
cur mask is  [16, 22, 23, 8]
cur mask is  [16, 23, 8, 24]
cur mask is  [16, 23, 8, 31]
cur mask is  [16, 8, 24, 31]
cur mask is  [16, 8, 30, 31]
cur mask is  [17, 22, 23, 8]
cur mask is  [17, 23, 8, 24]
cur mask is  [17, 23, 8, 31]
cur mask is  [17, 8, 24, 31]
cur mask is  [17, 8, 30, 31]
cur mask is  [22, 23, 8, 24]
cur mask is  [23, 8, 24, 31]
cur mask is  [23, 8, 30, 31]
cur mask is  [8, 24, 29, 30]
cur mask is  [8, 24, 30, 31]
cur mask is  [9, 10, 12, 28]
cur mask is  [9, 25, 10, 26]
cur mask is  [16, 9, 11, 27]
cur mask is  [17, 9, 11, 27]
cur mask is  [23, 9, 11, 27]
cur mask is  [24, 9, 11, 27]
cur mask is  [9, 25, 12, 28]
cur mask is  [9, 26, 12, 28]
cur mask is  [16, 9, 25, 15]
cur mask is  [17, 9, 25, 15]
cur mask is  [24, 9, 25, 15]
cur mask is  [9, 25, 30, 15]
cur mask is  [9, 25, 15, 31]
cur mask is  [16, 17, 9, 25]
cur mask is  [16, 23, 9, 25]
cur mask is  [16, 24, 9, 25]
cur mask is  [16, 9, 25, 30]
cur mask is  [16, 9, 25, 31]
cur mask is  [17, 23, 9, 25]
cur mask is  [17, 24, 9, 25]
cur mask is  [17, 9, 25, 31]
cur mask is  [22, 23, 9, 25]
cur mask is  [22, 24, 9, 25]
cur mask is  [23, 24, 9, 25]
cur mask is  [23, 9, 25, 31]
cur mask is  [24, 9, 25, 31]
cur mask is  [9, 25, 29, 30]
cur mask is  [9, 25, 30, 31]
cur mask is  [16, 10, 12, 28]
cur mask is  [17, 10, 12, 28]
cur mask is  [23, 10, 12, 28]
cur mask is  [24, 10, 12, 28]
cur mask is  [25, 10, 12, 28]
cur mask is  [10, 26, 12, 28]
cur mask is  [16, 10, 26, 15]
cur mask is  [17, 10, 26, 15]
cur mask is  [24, 10, 26, 15]
cur mask is  [10, 26, 30, 15]
cur mask is  [10, 26, 15, 31]
cur mask is  [16, 17, 10, 26]
cur mask is  [16, 23, 10, 26]
cur mask is  [16, 24, 10, 26]
cur mask is  [16, 10, 26, 31]
cur mask is  [17, 23, 10, 26]
cur mask is  [17, 24, 10, 26]
cur mask is  [17, 10, 26, 31]
cur mask is  [22, 23, 10, 26]
cur mask is  [22, 24, 10, 26]
cur mask is  [23, 24, 10, 26]
cur mask is  [23, 10, 26, 31]
cur mask is  [24, 10, 26, 31]
cur mask is  [10, 26, 29, 30]
cur mask is  [10, 26, 30, 31]
cur mask is  [11, 27, 12, 28]
cur mask is  [16, 25, 11, 27]
cur mask is  [17, 25, 11, 27]
cur mask is  [23, 25, 11, 27]
cur mask is  [24, 25, 11, 27]
cur mask is  [16, 17, 12, 28]
cur mask is  [16, 24, 12, 28]
cur mask is  [16, 26, 12, 28]
cur mask is  [17, 24, 12, 28]
cur mask is  [17, 26, 12, 28]
cur mask is  [23, 24, 12, 28]
cur mask is  [23, 26, 12, 28]
cur mask is  [24, 26, 12, 28]
cur mask is  [25, 26, 12, 28]
cur mask is  [14, 30, 15, 31]
cur mask is  [16, 17, 14, 30]
cur mask is  [16, 23, 14, 30]
cur mask is  [16, 24, 14, 30]
cur mask is  [17, 24, 14, 30]
cur mask is  [23, 24, 14, 30]
cur mask is  [16, 17, 24, 15]
cur mask is  [16, 17, 30, 15]
cur mask is  [16, 17, 15, 31]
cur mask is  [16, 23, 24, 15]
cur mask is  [16, 23, 15, 31]
cur mask is  [16, 24, 30, 15]
cur mask is  [16, 24, 15, 31]
cur mask is  [16, 30, 15, 31]
cur mask is  [17, 23, 24, 15]
cur mask is  [17, 23, 15, 31]
cur mask is  [17, 24, 30, 15]
cur mask is  [17, 24, 15, 31]
cur mask is  [17, 30, 15, 31]
cur mask is  [22, 23, 15, 31]
cur mask is  [23, 24, 30, 15]
cur mask is  [23, 24, 15, 31]
cur mask is  [16, 17, 22, 23]
cur mask is  [16, 17, 22, 24]
cur mask is  [16, 17, 23, 24]
cur mask is  [16, 17, 23, 31]
cur mask is  [16, 17, 24, 31]
cur mask is  [16, 17, 29, 30]
cur mask is  [16, 17, 30, 31]
cur mask is  [16, 22, 23, 24]
